CustID,EducDeg,MonthSal,GeoLivArea,Children,CustMonVal,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork,Age,FirstPolAge,PremTotal
4880.0,2,2752.0,1.0,1.0,425.2,0.27,477.2,33.9,79.46,-0.11,26.67,51.0,9.0,617.1199999999999
4881.0,2,2480.0,4.0,1.0,490.99,0.22,525.99,84.45,45.23,-0.11,9.89,49.0,10.0,665.45
4882.0,2,333.0,3.0,1.0,-13.44,0.99,105.91,555.65,90.35,198.26,94.35,19.0,-16.0,1044.52
4883.0,2,2259.0,4.0,1.0,565.21,0.32,265.16,325.05,191.37,46.23,45.23,45.0,8.0,873.0400000000001
4884.0,3,1038.0,1.0,0.0,732.35,0.25,114.02,516.75,234.71,10.67,137.25,26.0,-15.0,1013.4
4885.0,3,3985.0,4.0,0.0,188.61,0.72,291.72,219.5,187.48,5.89,63.01,74.0,51.0,767.6
4886.0,3,3300.0,1.0,0.0,-38.89,1.02,344.4,101.7,118.91,34.23,48.12,66.0,38.0,647.36
4887.0,4,2760.0,3.0,1.0,429.54,0.14,509.65,-70.0,76.46,12.89,2.0,48.0,10.0,531.0
4888.0,3,3222.0,4.0,0.0,-22.0,1.0,374.07,112.8,170.92,12.78,9.78,71.0,36.0,680.3499999999999
4889.0,2,3381.0,1.0,1.0,83.92,0.85,248.49,151.15,225.93,42.23,57.01,58.0,25.0,724.81
4890.0,2,3710.0,4.0,0.0,192.37,0.69,130.58,152.8,314.06,45.23,64.57,73.0,45.0,707.24
4891.0,2,3311.0,1.0,0.0,246.61,0.7,334.62,359.5,141.47,42.986,63.01,61.0,26.0,941.586
4892.0,2,1920.0,1.0,1.0,432.74,0.51,222.04,408.4,127.58,69.68,103.02,39.0,-2.0,930.72
4893.0,2,1736.0,4.0,1.0,141.03,0.78,154.14,245.6,277.83,52.9,41.01,32.0,-1.0,771.4799999999999
4894.0,1,920.0,3.0,1.0,-100.68,1.07,84.35,671.25,69.57,160.03,113.8,18.0,-11.0,1099.0
4895.0,2,1200.0,4.0,1.0,-119.24,1.15,370.07,68.35,111.02,56.01,38.23,39.0,16.0,643.68
4896.0,2,4129.0,4.0,0.0,206.03,0.7,142.25,251.7,248.27,79.46,58.79,78.0,51.0,780.47
4897.0,1,1410.0,4.0,1.0,592.8,0.3,203.15,371.75,136.58,107.91,65.01,36.0,14.0,884.4
4898.0,2,2110.0,1.0,1.0,281.28,0.52,282.83,82.25,238.6,13.67,23.45,42.0,12.0,640.8
4899.0,3,3876.0,4.0,0.0,416.43,0.34,314.28,106.7,202.15,33.34,12.89,67.0,47.0,669.36
4900.0,2,2564.0,3.0,1.0,368.63,0.38,414.3,77.25,132.58,-3.0,11.67,41.0,11.0,632.8
4901.0,4,3776.0,3.0,0.0,107.57,0.81,159.92,157.8,357.29,22.45,2.78,71.0,36.0,700.24
4902.0,2,3442.0,4.0,0.0,338.73,0.52,126.69,191.7,310.28,82.35,45.34,64.0,41.0,756.36
4903.0,3,2956.0,4.0,1.0,-42.78,1.03,447.53,28.9,112.91,9.78,8.0,48.0,16.0,607.1199999999999
4904.0,3,4026.0,4.0,0.0,-26.9,1.0,202.04,89.45,280.83,35.45,55.9,73.0,47.0,663.67
4905.0,2,2421.0,1.0,1.0,-26.78,1.0,404.41,83.9,137.58,41.34,1.78,46.0,8.0,669.0100000000001
4906.0,2,2563.0,4.0,1.0,394.64,0.34,450.42,54.45,113.91,18.78,-6.0,42.0,7.0,631.56
4907.0,2,1030.0,4.0,0.0,974.18,0.18,48.23,771.25,147.14,213.04,33.34,23.0,-15.0,1213.0
4908.0,2,2265.0,4.0,1.0,87.12,0.84,475.2,123.9,69.68,22.56,11.78,51.0,13.0,703.1199999999999
4909.0,4,1826.0,3.0,1.0,401.86,0.29,435.86,0.0,149.36,10.89,1.89,34.0,-8.0,598.0
4910.0,3,2208.0,4.0,1.0,227.63,0.52,312.28,-45.55,228.6,24.916,31.45,39.0,4.0,551.696
4911.0,3,3078.0,4.0,1.0,524.45,0.18,408.19,111.7,89.46,34.45,29.56,59.0,36.0,673.36
4912.0,3,3515.0,4.0,1.0,450.42,0.34,463.42,133.35,106.02,6.89,12.0,58.0,37.0,721.68
4913.0,3,2356.0,1.0,1.0,386.85,0.35,392.85,52.8,97.24,34.23,53.23,63.0,31.0,630.35
4914.0,3,3221.0,3.0,0.0,356.3,0.36,376.85,4.45,192.37,7.89,14.89,72.0,50.0,596.45
4915.0,2,3440.0,1.0,0.0,567.67,0.39,86.35,480.65,214.93,76.57,112.02,73.0,46.0,970.52
4916.0,3,4129.0,1.0,0.0,196.49,0.69,261.94,165.6,213.93,28.56,40.45,72.0,36.0,710.48
4917.0,3,2866.0,1.0,1.0,-57.45,1.05,326.84,44.45,209.93,3.0,29.45,65.0,32.0,613.6700000000001
4918.0,3,2777.0,3.0,1.0,46.23,0.89,421.3,44.45,154.03,8.89,17.89,42.0,7.0,646.56
4919.0,3,3675.0,4.0,0.0,-24.0,1.0,425.19,5.0,160.03,7.89,6.89,64.0,44.0,605.0
4920.0,3,2442.0,4.0,1.0,442.45,0.17,489.87,-11.1,79.57,-0.11,6.89,47.0,25.0,565.1199999999999
4921.0,3,2261.0,1.0,1.0,471.43,0.18,443.53,24.45,103.13,5.0,28.45,48.0,13.0,604.56
4922.0,3,1652.0,3.0,1.0,350.18,0.5,381.96,177.25,101.13,47.12,40.34,34.0,0.0,747.8000000000001
4923.0,3,2981.0,2.0,1.0,794.59,0.11,416.19,403.4,53.9,28.56,18.67,61.0,40.0,920.7199999999998
4924.0,3,2443.0,4.0,0.0,476.44,0.12,514.54,-5.55,57.79,4.78,-4.11,55.0,16.0,567.4499999999999
4925.0,2,3864.0,2.0,0.0,350.63,0.49,315.06,201.7,162.03,30.34,30.23,65.0,32.0,739.36
4926.0,2,1507.0,1.0,1.0,59.92,0.88,356.4,131.15,147.36,7.89,54.12,38.0,11.0,696.92
4927.0,3,4126.0,4.0,0.0,463.1,0.15,493.65,-0.55,82.57,-5.0,6.89,74.0,34.0,577.56
4928.0,4,3141.0,4.0,1.0,317.52,0.45,349.4,43.35,181.59,25.56,24.67,54.0,34.0,624.5699999999999
4929.0,3,3542.0,1.0,0.0,375.52,0.36,338.84,53.9,223.71,7.78,4.78,74.0,42.0,629.0099999999999
4930.0,3,2447.0,4.0,1.0,-34.0,1.02,526.32,-5.0,56.79,2.89,-4.0,49.0,13.0,577.0
4931.0,3,1786.0,4.0,1.0,-34.89,1.02,363.07,8.9,191.37,3.89,-2.0,42.0,16.0,565.2299999999999
4932.0,3,2435.0,4.0,1.0,-60.44,1.06,530.99,-25.55,35.34,7.89,9.89,52.0,22.0,558.56
4933.0,2,2597.0,4.0,0.0,806.95,0.24,230.71,661.25,70.57,98.24,38.23,42.0,12.0,1099.0
4934.0,3,3860.0,4.0,0.0,206.6,0.69,143.25,221.15,305.17,41.12,47.23,70.0,36.0,757.92
4935.0,2,2533.0,4.0,1.0,35.57,0.9,486.98,53.9,84.35,-1.11,10.0,45.0,17.0,634.12
4936.0,2,2162.0,1.0,1.0,314.51,0.52,321.95,153.35,214.04,17.56,6.78,46.0,18.0,713.6799999999998
4937.0,4,4104.0,1.0,0.0,138.48,0.76,369.29,112.25,145.14,2.89,51.23,72.0,52.0,680.8000000000001
4938.0,2,3867.0,4.0,1.0,153.81,0.78,332.73,246.15,179.7,-7.0,46.34,60.0,37.0,797.92
4939.0,2,2844.0,4.0,1.0,585.88,0.24,376.07,246.7,145.25,23.67,11.78,54.0,28.0,803.4699999999999
4940.0,3,1593.0,4.0,1.0,316.84,0.49,262.94,78.9,269.94,36.45,23.78,26.0,-11.0,672.01
4941.0,2,2002.0,1.0,1.0,194.5,0.7,227.6,219.5,210.93,32.45,53.01,41.0,4.0,743.49
4942.0,3,1324.0,3.0,1.0,27.23,0.92,176.81,98.35,256.16,49.12,95.24,29.0,7.0,675.68
4943.0,2,1381.0,1.0,1.0,367.85,0.43,433.97,118.35,97.24,29.56,11.56,43.0,10.0,690.68
4944.0,3,1192.0,4.0,1.0,637.13,0.28,238.71,401.75,228.71,21.67,31.56,29.0,-4.0,922.4
4945.0,4,2767.0,4.0,1.0,84.79,0.85,374.85,148.35,132.58,12.67,51.23,52.0,15.0,719.6800000000001
4946.0,3,2905.0,4.0,1.0,-25.0,1.0,505.65,113.9,60.01,18.78,5.78,51.0,31.0,704.1199999999999
4947.0,3,2434.0,1.0,1.0,35.01,0.9,450.53,58.9,87.24,6.78,5.67,50.0,24.0,609.1199999999999
4948.0,3,3245.0,4.0,0.0,-25.0,1.0,69.68,196.7,294.5,93.24,101.24,71.0,39.0,755.36
4949.0,2,2669.0,4.0,0.0,189.04,0.73,264.05,250.6,121.58,54.12,104.13,59.0,22.0,794.48
4950.0,3,1235.0,3.0,1.0,470.64,0.44,237.6,349.5,210.04,29.56,61.9,36.0,7.0,888.5999999999999
4951.0,1,3941.0,2.0,0.0,216.6,0.74,174.7,431.75,193.37,98.24,31.34,62.0,23.0,929.4000000000001
4952.0,3,2597.0,1.0,1.0,-111.21,1.16,487.76,-45.55,74.46,4.89,4.0,46.0,8.0,525.56
4953.0,2,794.0,4.0,1.0,578.55,0.4,111.8,506.2,242.49,48.12,97.35,24.0,-9.0,1005.96
4954.0,2,1982.0,1.0,1.0,370.29,0.44,242.49,152.8,227.71,5.89,80.35,36.0,10.0,709.24
4955.0,2,1246.0,1.0,1.0,332.17,0.48,253.38,108.9,250.38,81.57,-5.11,35.0,14.0,689.12
4956.0,2,1915.0,4.0,1.0,162.49,0.75,337.62,200.05,156.14,30.34,17.78,38.0,-3.0,741.9300000000001
4957.0,2,868.0,3.0,0.0,187.26,0.83,70.68,766.25,176.81,123.69,88.57,20.0,-17.0,1226.0
4958.0,3,3924.0,4.0,0.0,144.03,0.79,218.82,317.85,216.93,11.67,38.12,69.0,51.0,803.3900000000001
4959.0,3,3405.0,4.0,1.0,564.22,0.26,314.17,275.05,151.03,45.12,11.78,63.0,25.0,797.15
4960.0,2,4328.0,4.0,1.0,387.09,0.44,298.5,170.6,169.92,57.01,39.45,80.0,44.0,735.48
4961.0,3,2020.0,3.0,1.0,-32.89,1.01,502.65,74.45,67.68,7.89,7.934,41.0,8.0,660.6039999999999
4962.0,2,2220.0,3.0,1.0,103.13,0.82,337.73,142.8,198.37,14.67,23.67,45.0,13.0,717.24
4963.0,2,2016.0,3.0,1.0,-42.0,1.03,495.76,29.45,69.57,10.89,-6.11,40.0,14.0,599.56
4964.0,3,1966.0,3.0,1.0,376.41,0.35,409.19,48.9,153.25,4.89,2.89,34.0,7.0,619.1199999999999
4965.0,2,2650.0,1.0,1.0,594.77,0.11,526.32,99.45,62.9,-3.0,6.89,57.0,27.0,692.5600000000001
4966.0,3,3817.0,3.0,0.0,35.58,0.9,397.63,47.8,147.14,12.78,1.89,74.0,43.0,607.2399999999999
4967.0,2,2104.0,4.0,1.0,-71.22,1.08,311.17,3.9,196.48,50.12,45.34,37.0,9.0,607.01
4968.0,3,1135.0,4.0,1.0,130.69,0.79,108.13,187.25,389.74,45.12,13.56,25.0,-10.0,743.8
4969.0,2,2185.0,1.0,1.0,-71.56,1.06,221.04,182.25,312.28,34.34,-6.11,44.0,17.0,743.8
4970.0,2,3696.0,3.0,0.0,305.62,0.65,278.72,475.65,139.25,8.78,43.12,75.0,52.0,945.52
4971.0,2,1379.0,1.0,1.0,628.01,0.34,213.15,490.65,165.81,82.35,31.56,28.0,3.0,983.5199999999999
4972.0,1,4061.0,4.0,0.0,-18.22,0.99,235.71,67.8,219.93,6.78,114.02,65.0,40.0,644.24
4973.0,1,2918.0,4.0,0.0,386.08,0.43,78.68,171.7,308.28,131.47,29.23,70.0,30.0,719.36
4974.0,1,1180.0,3.0,1.0,854.94,0.12,35.34,530.65,122.58,143.004,313.95,21.0,-6.0,1145.5240000000001
4975.0,2,2815.0,1.0,0.0,384.41,0.48,395.63,222.25,151.25,16.67,2.89,57.0,38.0,788.6899999999999
4976.0,2,2627.0,1.0,1.0,-125.68,1.18,240.38,-30.0,129.47,70.68,138.47,57.0,24.0,549.0
4977.0,2,3210.0,4.0,1.0,57.35,0.87,278.61,62.8,189.48,51.01,31.34,58.0,30.0,613.24
4978.0,1,1294.0,1.0,1.0,202.49,0.62,94.24,14.45,158.92,118.8,212.15,17.0,-5.0,598.5600000000001
4979.0,3,912.0,1.0,1.0,-30.67,1.01,219.04,531.2,252.16,3.89,1.78,27.0,4.0,1008.0699999999999
4980.0,3,1833.0,1.0,1.0,-25.89,1.0,425.19,28.9,160.14,0.89,12.379999999999999,42.0,21.0,627.5
4981.0,2,3567.0,4.0,0.0,234.5,0.63,128.58,190.6,329.73,57.79,1.89,66.0,31.0,708.59
4982.0,2,2888.0,2.0,1.0,-77.89,1.1,538.88,-50.0,43.34,8.89,2.89,47.0,21.0,544.0
4983.0,2,2318.0,2.0,1.0,88.9,0.83,303.17,113.9,220.04,34.45,16.56,43.0,21.0,688.12
4984.0,4,1905.0,4.0,1.0,-37.44,1.02,478.2,-0.55,88.35,17.67,11.89,35.0,15.0,595.56
4985.0,3,2606.0,4.0,1.0,543.44,0.16,497.87,88.35,71.68,4.89,12.89,50.0,29.0,675.6800000000001
4986.0,3,1969.0,1.0,1.0,377.53,0.54,232.49,377.3,202.37,47.01,21.78,33.0,-1.0,880.9499999999999
4987.0,1,1680.0,4.0,1.0,-25.0,1.0,77.68,94.45,241.6,87.46,198.26,27.0,-13.0,699.45
4988.0,3,2421.0,2.0,1.0,-3.44,0.96,458.42,-10.0,109.02,14.67,16.89,45.0,15.0,589.0
4989.0,3,3663.0,4.0,0.0,17.23,0.94,229.71,141.7,289.72,24.45,17.78,74.0,54.0,703.36
4990.0,1,3836.0,4.0,1.0,424.85,0.55,196.48,477.3,96.24,133.47,90.46,56.0,35.0,993.95
4991.0,3,2736.0,1.0,1.0,560.77,0.08,538.77,65.0,37.34,-1.0,-5.0,52.0,31.0,635.11
4992.0,2,2662.0,4.0,1.0,466.42,0.33,325.73,157.8,202.37,7.89,35.56,36.0,13.0,729.3500000000001
4993.0,3,3301.0,4.0,1.0,533.21,0.49,211.93,634.0,162.92,5.78,81.57,57.0,24.0,1096.2
4994.0,4,2533.0,3.0,1.0,58.45,0.88,502.76,89.45,87.46,-2.0,1.89,35.0,16.0,679.5600000000001
4995.0,2,564.0,4.0,1.0,79.13,0.9,125.58,511.75,165.81,104.13,98.13,18.0,-14.0,1005.4000000000001
4996.0,2,2257.0,4.0,1.0,263.72,0.72,216.15,554.0,133.47,72.57,53.01,32.0,-1.0,1029.2
4997.0,2,3444.0,4.0,1.0,529.1,0.31,351.62,226.15,168.92,33.45,23.67,56.0,31.0,803.81
4998.0,3,1403.0,1.0,1.0,-49.67,1.04,343.4,68.35,183.48,24.67,22.78,34.0,-7.0,642.68
4999.0,2,2237.0,1.0,1.0,395.86,0.3,404.52,43.9,144.25,-5.0,17.56,38.0,-1.0,605.2299999999999
5000.0,3,1658.0,3.0,1.0,-61.45,1.05,369.07,201.7,146.25,6.89,29.56,39.0,8.0,753.4699999999999
5001.0,3,2409.0,1.0,1.0,-5.66,0.97,491.65,24.45,71.57,6.89,-6.0,44.0,10.0,588.5600000000001
5002.0,3,1920.0,3.0,1.0,284.28,0.74,212.15,746.25,110.8,21.67,97.13,29.0,-8.0,1188.0
5003.0,2,4429.0,4.0,1.0,370.18,0.46,224.82,147.8,256.27,60.9,38.34,72.0,45.0,728.13
5004.0,3,3877.0,2.0,0.0,296.18,0.62,123.69,313.4,295.61,94.24,7.78,74.0,44.0,834.72
5005.0,2,2823.0,1.0,0.0,162.59,0.76,295.5,211.7,124.69,130.69,22.78,55.0,27.0,785.3599999999999
5006.0,3,2455.0,4.0,1.0,-64.0,1.07,545.66,-20.0,35.45,-1.0,-6.0,64.0,42.0,554.11
5007.0,1,1680.0,3.0,1.0,376.66,0.24,466.31,-40.55,85.35,11.67,4.78,39.0,19.0,527.56
5008.0,3,1747.0,4.0,1.0,374.95,0.44,282.72,133.9,276.94,16.67,0.89,33.0,-2.0,711.1199999999999
5009.0,1,1520.0,4.0,1.0,141.7,0.82,72.57,436.75,255.16,94.13,57.79,29.0,0.0,916.4
5010.0,1,3719.0,4.0,0.0,-89.9,1.08,173.81,320.05,243.38,22.45,87.35,72.0,33.0,847.0400000000001
5011.0,2,837.0,2.0,0.0,-66.34,1.04,44.01,609.0,142.25,175.59,90.24,22.0,-9.0,1061.09
5012.0,3,3965.0,4.0,0.0,188.93,0.74,245.38,266.15,271.94,8.78,22.67,72.0,48.0,814.92
5013.0,3,3437.0,1.0,0.0,640.25,0.19,344.4,322.85,134.36,-1.0,22.67,68.0,46.0,823.28
5014.0,3,2478.0,3.0,1.0,378.41,0.33,421.08,33.35,135.58,-3.0,11.67,43.0,15.0,598.68
5015.0,2,1633.0,4.0,1.0,213.26,0.7,357.51,246.15,152.03,22.56,14.67,39.0,13.0,792.9199999999998
5016.0,1,950.0,3.0,0.0,1074.88,0.23,74.68,1025.2,104.02,122.8,94.46,17.0,-15.0,1421.16
5017.0,3,3085.0,1.0,1.0,327.07,0.49,392.52,113.9,70.57,73.68,40.45,61.0,22.0,691.1200000000001
5018.0,3,3287.0,4.0,0.0,218.5,0.58,279.94,-6.1,227.71,30.34,50.23,68.0,38.0,582.12
5019.0,3,1568.0,4.0,1.0,52.0,0.89,337.84,133.9,179.59,38.34,18.56,33.0,9.0,708.23
5020.0,3,2238.0,3.0,1.0,337.74,0.4,391.52,25.0,182.7,10.78,-6.0,41.0,17.0,604.0
5021.0,1,2536.0,2.0,1.0,279.5,0.55,338.84,102.25,151.25,57.01,34.34,54.0,28.0,683.6899999999999
5022.0,3,818.0,4.0,1.0,541.1,0.35,86.35,358.95,230.6,35.23,156.03,25.0,-2.0,867.16
5023.0,3,2093.0,1.0,1.0,453.87,0.2,471.09,38.35,62.68,18.67,10.89,42.0,0.0,601.68
5024.0,2,2459.0,1.0,1.0,-73.44,1.09,379.74,-40.55,164.92,14.78,22.67,43.0,19.0,541.56
5025.0,2,3556.0,1.0,0.0,134.03,0.83,208.15,412.85,157.92,49.12,92.13,77.0,43.0,920.17
5026.0,3,1846.0,4.0,1.0,-25.0,1.0,394.74,146.7,112.8,22.45,20.67,40.0,8.0,697.36
5027.0,3,1810.0,1.0,1.0,-20.55,0.99,387.74,4.45,179.7,15.78,11.89,40.0,6.0,599.56
5028.0,3,2083.0,3.0,1.0,419.44,0.21,503.43,-20.55,60.79,2.89,17.89,43.0,13.0,564.4499999999999
5029.0,3,4209.0,1.0,0.0,335.97,0.45,315.95,92.25,200.37,1.0,46.23,74.0,37.0,655.8
5030.0,2,1026.0,4.0,0.0,119.48,0.8,243.49,180.6,235.49,51.01,14.89,23.0,2.0,725.48
5031.0,2,1690.0,1.0,1.0,33.01,0.91,207.04,137.25,134.36,124.58,66.57,32.0,3.0,669.8
5032.0,3,3978.0,4.0,0.0,325.62,0.49,350.62,108.9,180.48,18.56,27.56,70.0,32.0,686.1199999999999
5033.0,1,1884.0,1.0,1.0,41.82,0.88,274.05,-6.1,218.93,82.35,-1.11,42.0,3.0,568.12
5034.0,2,1152.0,4.0,1.0,122.03,0.88,49.01,834.6,161.03,49.12,147.03,22.0,4.0,1240.79
5035.0,3,3339.0,4.0,0.0,298.17,0.49,292.72,48.35,243.49,30.45,16.56,67.0,31.0,631.57
5036.0,3,2081.0,4.0,1.0,50.13,0.88,445.64,68.35,82.35,20.56,6.78,37.0,5.0,623.68
5037.0,1,2733.0,3.0,1.0,282.5,0.61,278.72,255.6,112.91,84.35,51.9,57.0,23.0,783.48
5038.0,2,1073.0,1.0,1.0,127.25,0.78,141.47,88.9,373.96,10.78,63.01,23.0,-2.0,678.1199999999999
5039.0,3,3764.0,1.0,1.0,-30.22,1.01,409.52,14.45,145.25,19.67,15.56,61.0,38.0,604.4499999999999
5040.0,2,1769.0,4.0,1.0,262.49,0.6,221.71,153.35,262.05,44.23,43.34,31.0,9.0,724.6800000000001
5041.0,2,3085.0,1.0,0.0,380.3,0.39,405.3,98.35,121.8,20.648,36.23,62.0,22.0,682.328
5042.0,3,3701.0,3.0,1.0,494.78,0.47,129.47,519.0,201.26,9.78,128.69,68.0,36.0,988.2
5043.0,2,1941.0,2.0,1.0,3.56,0.97,236.6,393.4,154.25,107.91,28.56,30.0,-4.0,920.7199999999999
5044.0,3,923.0,2.0,1.0,207.82,0.62,271.05,23.9,230.82,42.23,38.23,23.0,-9.0,606.23
5045.0,3,3422.0,2.0,1.0,-42.78,1.03,374.18,88.9,138.47,17.78,65.9,57.0,19.0,685.23
5046.0,3,1042.0,4.0,1.0,-66.34,1.05,264.05,260.6,211.15,48.01,6.67,31.0,2.0,790.48
5047.0,3,1593.0,4.0,1.0,345.52,0.45,279.83,117.25,198.26,26.56,48.9,26.0,-14.0,670.7999999999998
5048.0,3,2113.0,2.0,1.0,-10.33,0.98,503.76,75.0,75.57,20.67,-6.0,44.0,23.0,668.9999999999999
5049.0,2,3789.0,4.0,0.0,817.7,0.14,369.29,447.85,111.91,19.67,25.56,72.0,38.0,974.28
5050.0,2,2923.0,4.0,1.0,527.77,0.06,557.77,0.0,29.34,-4.0,7.0,45.0,13.0,590.11
5051.0,3,2638.0,3.0,1.0,934.51,0.11,291.72,559.55,114.02,37.34,70.9,54.0,23.0,1073.53
5052.0,3,2014.0,1.0,1.0,505.2,0.26,298.39,163.35,183.48,64.68,3.78,35.0,0.0,713.6800000000001
5053.0,3,3543.0,3.0,1.0,481.44,0.3,339.84,170.6,179.7,13.67,17.67,69.0,34.0,721.4799999999998
5054.0,2,1306.0,2.0,1.0,172.7,0.76,48.9,280.6,364.07,74.68,57.12,23.0,-10.0,825.37
5055.0,3,2785.0,4.0,1.0,505.88,0.15,495.87,38.9,81.46,4.0,3.89,33.0,10.0,624.12
5056.0,2,1375.0,4.0,1.0,7.45,0.96,226.71,206.7,120.8,99.13,95.13,19.0,-4.0,748.4699999999999
5057.0,1,2604.0,4.0,1.0,237.93,0.69,366.18,300.05,131.69,17.67,19.45,42.0,16.0,835.0400000000001
5058.0,2,3537.0,1.0,1.0,255.72,0.66,283.72,276.15,243.6,3.0,25.45,52.0,12.0,831.9200000000001
5059.0,3,1551.0,4.0,1.0,-20.22,0.99,456.42,15.0,111.8,10.89,-6.11,40.0,18.0,588.0
5060.0,3,3350.0,3.0,0.0,390.86,0.31,431.75,24.45,103.02,21.67,18.67,77.0,54.0,599.56
5061.0,3,3564.0,2.0,0.0,98.7,0.82,304.28,131.7,205.15,-4.0,52.23,72.0,46.0,689.36
5062.0,2,2595.0,1.0,1.0,-85.23,1.09,432.86,107.25,79.46,-3.0,51.23,57.0,32.0,667.8000000000001
5063.0,2,4031.0,1.0,1.0,102.25,0.8,256.05,72.8,179.59,62.9,65.9,60.0,20.0,637.24
5064.0,1,3149.0,1.0,0.0,754.6,0.35,46.01,779.6,214.04,96.13,65.9,72.0,30.0,1201.6800000000003
5065.0,1,746.0,4.0,0.0,1008.74,0.13,35.45,732.35,151.14,126.69,139.25,17.0,-2.0,1184.88
5066.0,3,2078.0,1.0,1.0,304.84,0.52,336.73,99.45,206.15,6.89,35.45,39.0,6.0,684.6700000000001
5067.0,2,1751.0,4.0,1.0,216.27,0.79,146.14,755.15,104.02,95.13,75.68,24.0,-17.0,1176.1200000000001
5068.0,2,1163.0,4.0,0.0,611.8,0.35,113.8,543.45,230.6,39.23,59.68,20.0,1.0,986.76
5069.0,2,3224.0,1.0,1.0,0.56,0.96,427.19,107.8,125.8,17.67,7.89,45.0,25.0,686.3499999999999
5070.0,2,2785.0,4.0,1.0,444.2,0.28,441.75,82.8,97.24,10.89,16.56,53.0,32.0,649.2399999999999
5071.0,2,1258.0,3.0,1.0,-25.0,1.0,136.47,347.85,232.6,59.79,67.57,32.0,8.0,844.28
5072.0,4,2890.0,4.0,1.0,32.46,0.91,457.64,68.35,112.8,2.0,12.89,56.0,19.0,653.68
5073.0,3,1393.0,1.0,1.0,256.61,0.6,281.61,172.25,172.7,56.01,30.23,34.0,12.0,712.8
5074.0,3,3463.0,4.0,1.0,252.05,0.66,393.63,245.6,116.91,31.45,19.78,68.0,44.0,807.37
5075.0,1,1655.0,4.0,1.0,338.63,0.55,156.25,274.5,135.58,150.14,89.13,37.0,17.0,805.6
5076.0,3,1170.0,4.0,1.0,183.15,0.74,272.05,240.6,213.04,8.89,63.9,35.0,10.0,798.4799999999999
5077.0,2,1349.0,4.0,1.0,100.58,0.86,206.15,358.4,187.48,41.12,84.46,29.0,5.0,877.61
5078.0,3,3733.0,2.0,0.0,-81.01,1.09,394.74,73.35,129.69,30.65,56.01,70.0,50.0,684.4399999999999
5079.0,2,2987.0,4.0,0.0,4.45,0.97,186.59,398.4,231.6,29.45,79.68,65.0,28.0,925.72
5080.0,3,2297.0,1.0,1.0,-36.0,1.02,455.64,58.9,90.46,20.56,31.56,44.0,16.0,657.1199999999999
5081.0,1,2836.0,1.0,1.0,381.52,0.53,392.74,338.95,93.35,13.78,26.34,54.0,19.0,865.1600000000001
5082.0,1,1406.0,1.0,1.0,627.91,0.49,37.34,882.4,98.24,56.9,209.93,17.0,-10.0,1284.8100000000002
5083.0,2,3076.0,4.0,1.0,421.97,0.0,398.74,0.0,143.026,1.89,46.34,63.0,33.0,589.9960000000001
5084.0,2,609.0,1.0,1.0,301.51,0.54,261.16,166.7,199.26,83.35,-6.0,28.0,-6.0,704.47
5086.0,3,3078.0,4.0,1.0,334.96,0.58,348.51,320.05,103.13,51.9,40.45,57.0,37.0,864.04
5087.0,3,2271.0,4.0,1.0,468.43,0.24,398.52,68.35,145.36,5.89,32.45,46.0,22.0,650.57
5088.0,3,4405.0,1.0,0.0,157.37,0.73,151.03,127.25,341.51,19.67,31.34,69.0,30.0,670.8
5089.0,2,3163.0,4.0,1.0,-1.44,0.97,421.19,261.15,95.13,5.78,23.56,52.0,16.0,806.8099999999998
5090.0,2,1640.0,1.0,1.0,275.39,0.56,321.06,103.9,217.82,20.67,13.67,27.0,-9.0,677.1199999999999
5091.0,2,2901.0,4.0,1.0,206.5,0.61,213.15,18.35,301.5,36.34,30.23,66.0,40.0,599.57
5092.0,2,3792.0,2.0,1.0,-27.0,1.0,335.73,226.7,171.92,-2.0,59.01,67.0,27.0,791.36
5093.0,3,1146.0,1.0,1.0,70.35,0.87,262.94,225.6,174.59,67.68,27.67,28.0,-6.0,758.4799999999999
5094.0,4,3019.0,1.0,1.0,122.13,0.8,445.64,167.8,82.35,22.56,1.89,61.0,28.0,720.24
5095.0,3,3175.0,4.0,1.0,417.64,0.27,440.86,43.9,117.69,4.89,1.78,62.0,28.0,609.12
5096.0,3,1212.0,3.0,1.0,206.51,0.58,233.49,-30.55,270.05,8.78,67.9,25.0,3.0,549.67
5097.0,4,1949.0,1.0,1.0,472.54,0.22,496.54,65.0,72.57,3.0,-2.0,30.0,-9.0,635.1099999999999
5098.0,2,2068.0,4.0,1.0,481.0,0.23,433.75,112.25,96.24,21.67,-6.11,48.0,14.0,657.8
5099.0,3,2515.0,1.0,1.0,440.1,0.15,495.65,-30.55,68.57,7.468000000000001,10.89,55.0,24.0,552.0279999999999
5100.0,3,4115.0,4.0,0.0,328.18,0.44,335.62,82.8,182.59,17.56,15.56,75.0,51.0,634.1299999999999
5101.0,3,1303.0,4.0,1.0,58.9,0.88,492.87,93.9,83.57,7.89,-2.11,37.0,-3.0,676.1199999999999
5102.0,3,2266.0,1.0,1.0,-37.66,1.02,464.2,4.45,99.13,6.89,-8.0,48.0,20.0,566.67
5103.0,2,1895.0,4.0,1.0,708.04,0.29,252.27,553.45,134.58,19.67,72.68,37.0,9.0,1032.65
